지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위)
106,동해,2023-01-16 02:00,2.1,,3.3,79,,,,10
106,동해,2023-01-16 03:00,2.2,,2.5,78,,,,9
106,동해,2023-01-16 04:00,2.1,,1.8,77,,,,10
106,동해,2023-01-16 05:00,2.1,,1.6,75,,,,9
106,동해,2023-01-16 06:00,2.1,,1.7,71,,,,8
106,동해,2023-01-16 07:00,1.9,,.5,71,,,,7
106,동해,2023-01-16 08:00,.7,,.7,84,0,,,6
106,동해,2023-01-16 09:00,1.8,,1,75,.4,,,6
106,동해,2023-01-16 10:00,2.9,,.1,68,.6,,,7
106,동해,2023-01-16 11:00,3.8,,2,59,.4,,,7
106,동해,2023-01-16 12:00,4.1,,1.3,53,.8,,,8
106,동해,2023-01-16 13:00,2.9,,3.5,53,.1,,,8
106,동해,2023-01-16 14:00,3.5,,3.7,48,.7,,,6
106,동해,2023-01-16 15:00,3.6,,2.2,47,1,,,5
106,동해,2023-01-16 16:00,3,,3,45,1,,,4
106,동해,2023-01-16 17:00,1.6,,1.7,51,.6,,,4
106,동해,2023-01-16 18:00,.2,,1.1,56,0,,,2
106,동해,2023-01-16 19:00,.4,,2.1,55,,,,0
106,동해,2023-01-16 20:00,.2,,2.1,53,,,,0
106,동해,2023-01-16 21:00,-.5,,2.2,61,,,,0
106,동해,2023-01-16 22:00,-.7,,2.2,58,,,,0
106,동해,2023-01-16 23:00,-1.6,,1.4,61,,,,0
106,동해,2023-01-17 00:00,-2.2,,1.6,63,,,,1
106,동해,2023-01-17 01:00,-1.9,,2.2,57,,,,1
106,동해,2023-01-17 02:00,-2.8,,1.5,62,,,,3
106,동해,2023-01-17 03:00,-2.8,,1.2,65,,,,5
106,동해,2023-01-17 04:00,-3.1,,1.5,66,,,,5
106,동해,2023-01-17 05:00,-2.9,,1.1,67,,,,7
106,동해,2023-01-17 06:00,-2.6,,1.7,61,,,,7
106,동해,2023-01-17 07:00,-1.9,,1.5,51,,,,7
106,동해,2023-01-17 08:00,-1.8,,1.6,54,0,,,10
106,동해,2023-01-17 09:00,-1,,1.3,49,0,,,9
106,동해,2023-01-17 10:00,.2,,.4,44,0,,,9
106,동해,2023-01-17 11:00,1.4,,1.7,34,0,,,10
106,동해,2023-01-17 12:00,2.1,,1.8,27,0,,,10
106,동해,2023-01-17 13:00,2.5,,2.1,29,0,,,9
106,동해,2023-01-17 14:00,2.2,,4.9,35,.1,,,10
106,동해,2023-01-17 15:00,2.9,,3,38,0,,,10
106,동해,2023-01-17 16:00,3.1,,4.4,42,.2,,,9
106,동해,2023-01-17 17:00,2.3,,2.2,46,.6,,,5
106,동해,2023-01-17 18:00,1.8,,1.9,47,0,,,7
106,동해,2023-01-17 19:00,1.3,,.9,50,,,,4
106,동해,2023-01-17 20:00,1.3,,1.7,50,,,,6
106,동해,2023-01-17 21:00,1.1,,2.4,51,,,,10
106,동해,2023-01-17 22:00,1.1,,2.5,53,,,,10
106,동해,2023-01-17 23:00,1,,1.3,53,,,,10
106,동해,2023-01-18 00:00,1,,3.4,53,,,,7
106,동해,2023-01-18 01:00,1.4,,5.1,51,,,,7
106,동해,2023-01-18 02:00,1,,3.4,55,,,,9
106,동해,2023-01-18 03:00,1.1,,2.9,54,,,,10
106,동해,2023-01-18 04:00,1.2,,2.4,52,,,,8
106,동해,2023-01-18 05:00,.1,,.6,58,,,,7
106,동해,2023-01-18 06:00,-.4,,.4,60,,,,6
106,동해,2023-01-18 07:00,0,,1.9,58,,,,6
106,동해,2023-01-18 08:00,-.1,,.7,55,0,,,6
106,동해,2023-01-18 09:00,2,,.8,49,.6,,,5
106,동해,2023-01-18 10:00,2.3,,.9,42,1,,,4
106,동해,2023-01-18 11:00,3.2,,.9,34,1,,,2
106,동해,2023-01-18 12:00,3.3,,1.6,35,1,,,3
106,동해,2023-01-18 13:00,3.3,,2.6,36,1,,,0
106,동해,2023-01-18 14:00,4,,2.2,42,1,,,1
106,동해,2023-01-18 15:00,3.8,,1.9,46,1,,,0
106,동해,2023-01-18 16:00,3.6,,1.1,48,1,,,1
106,동해,2023-01-18 17:00,2.5,,.6,52,.6,,,1
106,동해,2023-01-18 18:00,1.2,,1.3,58,0,,,0
106,동해,2023-01-18 19:00,.6,,1.4,57,,,,0
106,동해,2023-01-18 20:00,.5,,.7,54,,,,0
106,동해,2023-01-18 21:00,-.4,,1.7,62,,,,0
106,동해,2023-01-18 22:00,-.6,,1.2,59,,,,0
106,동해,2023-01-18 23:00,-1,,2,51,,,,0
106,동해,2023-01-19 00:00,-.9,,1.6,50,,,,0
106,동해,2023-01-19 01:00,-1.7,,1.7,53,,,,0
106,동해,2023-01-19 02:00,-2.1,,2.1,50,,,,0
106,동해,2023-01-19 03:00,-1.6,,1.3,43,,,,0
106,동해,2023-01-19 04:00,-.6,,.5,40,,,,0
106,동해,2023-01-19 05:00,-1.3,,1,37,,,,3
106,동해,2023-01-19 06:00,-.5,,.9,34,,,,6
106,동해,2023-01-19 07:00,-1.9,,1.1,41,,,,4
106,동해,2023-01-19 08:00,-2.1,,1.3,45,.1,,,3
106,동해,2023-01-19 09:00,-.1,,1.2,40,.9,,,7
106,동해,2023-01-19 10:00,4.2,,1.9,35,1,,,8
106,동해,2023-01-19 11:00,4.1,,2.7,35,1,,,7
106,동해,2023-01-19 12:00,3.9,,2.9,34,.6,,,8
106,동해,2023-01-19 13:00,5,,2.8,33,.7,,,8
106,동해,2023-01-19 14:00,5.9,,1.2,30,1,,,7
106,동해,2023-01-19 15:00,6.4,,1.8,36,1,,,3
106,동해,2023-01-19 16:00,5.5,,2.4,38,1,,,2
106,동해,2023-01-19 17:00,4.5,,.7,37,.6,,,0
106,동해,2023-01-19 18:00,3.3,,1,42,0,,,1
106,동해,2023-01-19 19:00,2.9,,.8,45,,,,2
106,동해,2023-01-19 20:00,2.2,,1.1,51,,,,5
106,동해,2023-01-19 21:00,2.9,,.5,47,,,,0
106,동해,2023-01-19 22:00,1.2,,.8,53,,,,2
106,동해,2023-01-19 23:00,2.7,,.7,54,,,,6
106,동해,2023-01-20 00:00,3.9,,1,53,,,,6
106,동해,2023-01-20 01:00,3.1,,1.6,58,,,,4
106,동해,2023-01-20 02:00,4.5,,.4,54,,,,5
106,동해,2023-01-20 03:00,5.6,,3.4,47,,,,5
106,동해,2023-01-20 04:00,4.8,,1.8,53,,,,5
106,동해,2023-01-20 05:00,5,,2.3,47,,,,6
106,동해,2023-01-20 06:00,4.6,,5,45,,,,5
106,동해,2023-01-20 07:00,4.1,,2.3,35,,,,0
106,동해,2023-01-20 08:00,3.6,,3.7,34,0,,,1
106,동해,2023-01-20 09:00,3.6,,3.2,30,.6,,,1
106,동해,2023-01-20 10:00,3,,3.3,25,1,,,1
106,동해,2023-01-20 11:00,3.3,,3.2,27,1,,,0
106,동해,2023-01-20 12:00,2.6,,6.5,19,1,,,0
106,동해,2023-01-20 13:00,2.8,,6.3,17,1,,,0
106,동해,2023-01-20 14:00,3.7,,4.7,15,1,,,0
106,동해,2023-01-20 15:00,3.5,,3.3,13,1,,,0
106,동해,2023-01-20 16:00,3.3,,3.2,16,1,,,0
106,동해,2023-01-20 17:00,1.7,,3.6,17,.7,,,0
106,동해,2023-01-20 18:00,.7,,3.3,17,0,,,0
106,동해,2023-01-20 19:00,.1,,3.3,19,,,,0
106,동해,2023-01-20 20:00,-.2,,3,18,,,,0
106,동해,2023-01-20 21:00,-.2,,3.4,17,,,,0
106,동해,2023-01-20 22:00,-.8,,2.7,20,,,,0
106,동해,2023-01-20 23:00,-1.6,,2,27,,,,0
106,동해,2023-01-21 00:00,-2.4,,.9,31,,,,0
106,동해,2023-01-21 01:00,-3.1,,1.7,31,,,,1
106,동해,2023-01-21 02:00,-3.3,,2.1,32,,,,0
106,동해,2023-01-21 03:00,-3,,2,28,,,,2
106,동해,2023-01-21 04:00,-3.5,,3.1,29,,,,1
106,동해,2023-01-21 05:00,-4.6,,1.8,35,,,,3
106,동해,2023-01-21 06:00,-4.6,,1.6,33,,,,1
106,동해,2023-01-21 07:00,-5,,1.4,35,,,,1
106,동해,2023-01-21 08:00,-4.7,,1.4,34,.2,,,1
106,동해,2023-01-21 09:00,-1.7,,1,28,1,,,0
106,동해,2023-01-21 10:00,-.3,,1.5,22,1,,,0
106,동해,2023-01-21 11:00,1.1,,1.2,17,1,,,0
106,동해,2023-01-21 12:00,1.5,,1.1,20,1,,,0
106,동해,2023-01-21 13:00,2.3,,2.3,25,1,,,0
106,동해,2023-01-21 14:00,3.4,,1.3,26,1,,,0
106,동해,2023-01-21 15:00,4,,2.9,16,1,,,0
106,동해,2023-01-21 16:00,3.5,,2.5,18,1,,,0
106,동해,2023-01-21 17:00,2.1,,1.5,24,.7,,,0
106,동해,2023-01-21 18:00,1.3,,.8,26,0,,,0
106,동해,2023-01-21 19:00,-.3,,1.7,31,,,,0
106,동해,2023-01-21 20:00,-.7,,1.7,35,,,,2
106,동해,2023-01-21 21:00,-1.1,,1.3,38,,,,0
106,동해,2023-01-21 22:00,-1.2,,1.2,40,,,,6
106,동해,2023-01-21 23:00,-1.4,,1.8,42,,,,6
106,동해,2023-01-22 00:00,-1.5,,1.2,44,,,,7
106,동해,2023-01-22 01:00,-1.6,,1.2,43,,,,10
106,동해,2023-01-22 02:00,-1.4,,1.4,43,,,,9
106,동해,2023-01-22 03:00,-1.4,,1.7,42,,,,10
106,동해,2023-01-22 04:00,-1.3,,1.3,46,,,,10
106,동해,2023-01-22 05:00,-1.1,,1.5,46,,,,10
106,동해,2023-01-22 06:00,-.8,,1.7,44,,,,9
106,동해,2023-01-22 07:00,-1,,1.7,47,,,,10
106,동해,2023-01-22 08:00,-.5,,1,44,0,,,9
106,동해,2023-01-22 09:00,.4,,1.6,43,0,,,10
106,동해,2023-01-22 10:00,2.5,,1.8,35,0,,,10
106,동해,2023-01-22 11:00,3.6,,1,30,0,,,10
106,동해,2023-01-22 12:00,5.4,,.4,29,.5,,,8
106,동해,2023-01-22 13:00,5.8,,1.3,37,.8,,,9
106,동해,2023-01-22 14:00,5.8,,1.9,38,0,,,9
106,동해,2023-01-22 15:00,5.8,,1.3,33,0,,,8
106,동해,2023-01-22 16:00,5.8,,.7,39,0,,,7
106,동해,2023-01-22 17:00,4.8,,.6,45,0,,,6
106,동해,2023-01-22 18:00,4.4,,1.5,43,0,,,7
106,동해,2023-01-22 19:00,3.5,,1.1,48,,,,6
106,동해,2023-01-22 20:00,2.6,,1.8,52,,,,5
106,동해,2023-01-22 21:00,1.2,,1.6,61,,,,4
106,동해,2023-01-22 22:00,.8,,1.1,65,,,,7
106,동해,2023-01-22 23:00,1.4,,1.4,64,,,,5
106,동해,2023-01-23 00:00,.7,,1.8,67,,,,5
106,동해,2023-01-23 01:00,.9,,1.5,66,,,,6
106,동해,2023-01-23 02:00,1.1,,1.6,67,,,,6
106,동해,2023-01-23 03:00,2,,1.7,61,,,,5
106,동해,2023-01-23 04:00,1.5,,.9,61,,,,6
106,동해,2023-01-23 05:00,1,,1.9,64,,,,0
106,동해,2023-01-23 06:00,2.1,,1.9,62,,,,0
106,동해,2023-01-23 07:00,3.2,,2.6,55,,,,0
106,동해,2023-01-23 08:00,2.9,,1.8,56,0,,,2
106,동해,2023-01-23 09:00,5,,1.8,48,.9,,,0
106,동해,2023-01-23 10:00,6.1,,1.6,44,1,,,0
106,동해,2023-01-23 11:00,7.4,,2.3,37,1,,,0
106,동해,2023-01-23 12:00,8,,1.7,30,1,,,0
106,동해,2023-01-23 13:00,8,,1.6,44,1,,,0
106,동해,2023-01-23 14:00,6.8,,2.8,44,1,,,3
106,동해,2023-01-23 15:00,6.9,,2.1,42,1,,,3
106,동해,2023-01-23 16:00,6.4,,2,45,1,,,3
106,동해,2023-01-23 17:00,5.5,,2.2,51,.4,,,6
106,동해,2023-01-23 18:00,4.8,,1.6,57,0,,,7
106,동해,2023-01-23 19:00,4.4,,1.9,57,,,,8
106,동해,2023-01-23 20:00,3.9,,1.7,61,,,,7
106,동해,2023-01-23 21:00,3.7,,1.5,62,,,,7
106,동해,2023-01-23 22:00,4.4,,3.7,35,,,,9
106,동해,2023-01-23 23:00,3.5,,2.9,38,,,,8
106,동해,2023-01-24 00:00,2.8,,3.4,36,,,,8
106,동해,2023-01-24 01:00,1.2,,5.1,26,,,,8
106,동해,2023-01-24 02:00,.3,,2.6,27,,,,8
106,동해,2023-01-24 03:00,-.7,,3.2,23,,,,6
106,동해,2023-01-24 04:00,-1.8,,2.3,20,,,,6
106,동해,2023-01-24 05:00,-3,,2.1,19,,,,1
106,동해,2023-01-24 06:00,-4.3,,4.5,21,,,,2
106,동해,2023-01-24 07:00,-6,,4.3,25,,,,3
106,동해,2023-01-24 08:00,-7.3,,4.7,26,0,,,1
106,동해,2023-01-24 09:00,-7.6,,5,24,1,,,0
106,동해,2023-01-24 10:00,-7.2,,5.1,25,1,,,0
106,동해,2023-01-24 11:00,-7.3,,6.3,22,1,,,0
106,동해,2023-01-24 12:00,-6.9,,5.4,22,1,,,0
106,동해,2023-01-24 13:00,-5.6,,2.8,22,1,,,5
106,동해,2023-01-24 14:00,-6.2,,3.6,20,1,,,3
106,동해,2023-01-24 15:00,-6,,2.7,20,1,,,3
106,동해,2023-01-24 16:00,-7.5,,4.2,20,1,,,4
106,동해,2023-01-24 17:00,-8.5,,3.7,22,.8,,,5
106,동해,2023-01-24 18:00,-9.3,,3.8,24,0,,,4
106,동해,2023-01-24 19:00,-10.1,,3.1,27,,,,2
106,동해,2023-01-24 20:00,-10.3,,2.9,27,,,,2
106,동해,2023-01-24 21:00,-10.6,,4.8,27,,,,3
106,동해,2023-01-24 22:00,-10.8,,4.6,28,,,,3
106,동해,2023-01-24 23:00,-10.6,,3.1,28,,,,3
106,동해,2023-01-25 00:00,-11.1,,3.8,29,,,,3
106,동해,2023-01-25 01:00,-11.1,,2.9,29,,,,3
106,동해,2023-01-25 02:00,-11,,3.8,28,,,,3
106,동해,2023-01-25 03:00,-11.1,,3.7,28,,,,3
106,동해,2023-01-25 04:00,-11.4,,2.3,29,,,,4
106,동해,2023-01-25 05:00,-11.6,,1,29,,,,2
106,동해,2023-01-25 06:00,-10.6,,1.9,26,,,,3
106,동해,2023-01-25 07:00,-12.3,,1.6,39,,,,3
106,동해,2023-01-25 08:00,-11.2,,1.9,37,.2,,,2
106,동해,2023-01-25 09:00,-8.8,,2,30,1,,,2
106,동해,2023-01-25 10:00,-6.1,,.7,21,1,,,1
106,동해,2023-01-25 11:00,-4.7,,1.7,18,1,,,0
106,동해,2023-01-25 12:00,-2.2,,.8,16,1,,,0
106,동해,2023-01-25 13:00,-.6,,1.1,26,1,,,0
106,동해,2023-01-25 14:00,-1.7,,3.7,14,1,,,0
106,동해,2023-01-25 15:00,-1.3,,5,13,1,,,0
106,동해,2023-01-25 16:00,-1.8,,4.4,13,1,,,1
106,동해,2023-01-25 17:00,-2.6,,4,14,.8,,,0
106,동해,2023-01-25 18:00,-3.6,,2.9,16,0,,,1
106,동해,2023-01-25 19:00,-4.1,,2.6,15,,,,0
106,동해,2023-01-25 20:00,-4.7,,4.9,18,,,,1
106,동해,2023-01-25 21:00,-5.5,,.9,19,,,,2
106,동해,2023-01-25 22:00,-6.4,,1.1,29,,,,10
106,동해,2023-01-25 23:00,-6,,1.4,29,,,,6
106,동해,2023-01-26 00:00,-4.5,,2.2,36,,,,6
106,동해,2023-01-26 01:00,-6.1,,1.6,33,,,,6
106,동해,2023-01-26 02:00,-4.2,,1.9,42,,,,6
106,동해,2023-01-26 03:00,-4.2,,2.3,44,,,,5
106,동해,2023-01-26 04:00,-5.1,,1.6,47,,,,6
106,동해,2023-01-26 05:00,-6.1,,1,53,,,,5
106,동해,2023-01-26 06:00,-5.7,,1.8,56,,,,4
106,동해,2023-01-26 07:00,-5.5,,1.3,57,,,,6
106,동해,2023-01-26 08:00,-5.1,,1.9,58,0,,,6
106,동해,2023-01-26 09:00,-2.5,,2.2,52,.3,,,7
106,동해,2023-01-26 10:00,-1.7,,1.6,47,.5,,,7
106,동해,2023-01-26 11:00,0,,.6,42,.5,,,7
106,동해,2023-01-26 12:00,.6,,1.5,46,1,,,8
106,동해,2023-01-26 13:00,.8,,1.4,48,.1,,,9
106,동해,2023-01-26 14:00,.9,,1.1,54,0,,,10
106,동해,2023-01-26 15:00,1.5,,1,53,0,,,10
106,동해,2023-01-26 16:00,.8,,.6,60,0,,,10
106,동해,2023-01-26 17:00,1,,.5,63,0,,,10
106,동해,2023-01-26 18:00,.5,,.4,65,0,,,10
106,동해,2023-01-26 19:00,-.1,,.9,67,,,,10
106,동해,2023-01-26 20:00,.4,,2.1,62,,,,10
106,동해,2023-01-26 21:00,.3,,2.6,51,,,,10
106,동해,2023-01-26 22:00,.2,,1.5,42,,,,10
106,동해,2023-01-26 23:00,-.2,,2,41,,,,10
106,동해,2023-01-27 00:00,-1,,.8,43,,,,8
106,동해,2023-01-27 01:00,-1.2,,2.8,44,,,,4
106,동해,2023-01-27 02:00,-1.7,,2.7,50,,,,3
106,동해,2023-01-27 03:00,-1.7,,1.9,44,,,,2
106,동해,2023-01-27 04:00,-2.2,,2,43,,,,1
106,동해,2023-01-27 05:00,-2.3,,3.2,41,,,,2
106,동해,2023-01-27 06:00,-2.6,,4.2,41,,,,2
106,동해,2023-01-27 07:00,-3,,2.4,37,,,,1
106,동해,2023-01-27 08:00,-2.9,,1.7,34,.2,,,1
106,동해,2023-01-27 09:00,-2,,2.3,30,1,,,0
106,동해,2023-01-27 10:00,-1.1,,2.5,28,1,,,0
106,동해,2023-01-27 11:00,-.3,,3.6,29,1,,,0
106,동해,2023-01-27 12:00,.7,,4,26,1,,,0
106,동해,2023-01-27 13:00,.4,,5.7,20,1,,,0
106,동해,2023-01-27 14:00,.7,,5,22,1,,,3
106,동해,2023-01-27 15:00,-.1,,4.7,26,1,,,4
106,동해,2023-01-27 16:00,-.7,,4.5,27,1,,,5
106,동해,2023-01-27 17:00,-1.5,,2.6,24,.9,,,4
106,동해,2023-01-27 18:00,-2.6,,1.9,25,0,,,2
106,동해,2023-01-27 19:00,-2.9,,3.7,26,,,,0
106,동해,2023-01-27 20:00,-3.2,,4.3,27,,,,1
106,동해,2023-01-27 21:00,-3.9,,3.2,29,,,,2
106,동해,2023-01-27 22:00,-4.5,,4,29,,,,1
106,동해,2023-01-27 23:00,-5,,3.7,31,,,,0
106,동해,2023-01-28 00:00,-5.5,,2.4,33,,,,1
106,동해,2023-01-28 01:00,-5.6,,2.9,32,,,,1
106,동해,2023-01-28 02:00,-6.1,,3.2,33,,,,3
106,동해,2023-01-28 03:00,-6.6,,2.6,35,,,,1
106,동해,2023-01-28 04:00,-6.7,,3.3,33,,,,1
106,동해,2023-01-28 05:00,-7.2,,3.4,35,,,,1
106,동해,2023-01-28 06:00,-6.9,,3.5,33,,,,1
106,동해,2023-01-28 07:00,-6.4,,2.9,30,,,,1
106,동해,2023-01-28 08:00,-5.8,,2.1,28,.3,,,1
106,동해,2023-01-28 09:00,-4.6,,3.7,24,.9,,,6
106,동해,2023-01-28 10:00,-2.6,,2.4,20,1,,,5
106,동해,2023-01-28 11:00,-1.3,,3.6,19,1,,,0
106,동해,2023-01-28 12:00,-.7,,3.5,19,1,,,5
106,동해,2023-01-28 13:00,.4,,2.9,28,1,,,1
106,동해,2023-01-28 14:00,.9,,5.8,19,1,,,1
106,동해,2023-01-28 15:00,.8,,4.3,22,1,,,2
106,동해,2023-01-28 16:00,1,,1.8,21,1,,,0
106,동해,2023-01-28 17:00,-.2,,3.3,25,.9,,,1
106,동해,2023-01-28 18:00,-.6,,2.8,27,0,,,0
106,동해,2023-01-28 19:00,-.7,,2.2,28,,,,0
106,동해,2023-01-28 20:00,-1.2,,2.5,29,,,,0
106,동해,2023-01-28 21:00,-1.2,,3.6,31,,,,0
106,동해,2023-01-28 22:00,-1.4,,2,32,,,,0
106,동해,2023-01-28 23:00,-1.5,,2.4,35,,,,0
106,동해,2023-01-29 00:00,-1.7,,2.5,36,,,,2
106,동해,2023-01-29 01:00,-2,,.8,37,,,,1
106,동해,2023-01-29 02:00,-2.5,,1,40,,,,1
106,동해,2023-01-29 03:00,-1.8,,3.1,36,,,,1
106,동해,2023-01-29 04:00,-1.9,,3,35,,,,1
106,동해,2023-01-29 05:00,-2.2,,3.7,34,,,,1
106,동해,2023-01-29 06:00,-2.4,,2.6,34,,,,2
106,동해,2023-01-29 07:00,-2.2,,2.6,33,,,,1
106,동해,2023-01-29 08:00,-1.9,,1.9,35,.3,,,1
106,동해,2023-01-29 09:00,-.3,,3.4,32,.9,,,1
106,동해,2023-01-29 10:00,1.1,,2.7,30,1,,,0
106,동해,2023-01-29 11:00,2.3,,3.7,27,1,,,0
106,동해,2023-01-29 12:00,3.4,,3.4,26,1,,,0
106,동해,2023-01-29 13:00,3.4,,4.2,30,.4,,,9
106,동해,2023-01-29 14:00,4.1,,4.4,31,.1,,,7
106,동해,2023-01-29 15:00,5.3,,1.6,28,1,,,5
106,동해,2023-01-29 16:00,4,,1.7,33,1,,,5
106,동해,2023-01-29 17:00,3.3,,2.2,39,.9,,,4
106,동해,2023-01-29 18:00,2.3,,1.3,50,0,,,4
106,동해,2023-01-29 19:00,2.5,,1.3,50,,,,5
106,동해,2023-01-29 20:00,3,,.5,52,,,,6
106,동해,2023-01-29 21:00,1.3,0,1,76,,,,4
106,동해,2023-01-29 22:00,1.5,,1.9,74,,,,5
106,동해,2023-01-29 23:00,1.3,,2.1,76,,,,5
106,동해,2023-01-30 00:00,2.2,.1,2.2,48,,,,3
106,동해,2023-01-30 01:00,2,,2.6,46,,,,3
106,동해,2023-01-30 02:00,1.6,,2.9,46,,,,1
106,동해,2023-01-30 03:00,1.4,,4.4,42,,,,3
106,동해,2023-01-30 04:00,.7,,2.6,43,,,,1
106,동해,2023-01-30 05:00,0,,2.9,44,,,,1
106,동해,2023-01-30 06:00,.2,,3.7,39,,,,1
106,동해,2023-01-30 07:00,-.2,,3.8,39,,,,4
106,동해,2023-01-30 08:00,-.4,,2.5,39,.2,,,1
106,동해,2023-01-30 09:00,1.1,,2.2,34,.9,,,0
106,동해,2023-01-30 10:00,2.6,,2.3,27,1,,,1
106,동해,2023-01-30 11:00,2.5,,1.9,25,1,,,3
106,동해,2023-01-30 12:00,3.5,,1,23,1,,,1
106,동해,2023-01-30 13:00,3.3,,4,30,1,,,0
106,동해,2023-01-30 14:00,3.5,,3.2,30,1,,,0
106,동해,2023-01-30 15:00,3.6,,2.3,32,1,,,0
106,동해,2023-01-30 16:00,4,,1.2,35,1,,,0
106,동해,2023-01-30 17:00,2.9,,.7,37,.9,,,1
106,동해,2023-01-30 18:00,2.5,,1.2,41,0,,,0
106,동해,2023-01-30 19:00,1.5,,1.3,43,,,,0
106,동해,2023-01-30 20:00,.9,,.8,37,,,,0
106,동해,2023-01-30 21:00,-.8,,1.3,42,,,,0
106,동해,2023-01-30 22:00,-.2,,1.3,41,,,,0
106,동해,2023-01-30 23:00,-.4,,1,40,,,,0
106,동해,2023-01-31 00:00,-.2,,1.3,40,,,,0
106,동해,2023-01-31 01:00,.7,,1.2,35,,,,0
106,동해,2023-01-31 02:00,.2,,2.2,35,,,,0
